skill_type,name,alias_name,localized_name,base_value,S_A,B_C,D_E_F,G,affinity_role,is_evo,evo_parents
yellow,Long Corners ◎,長距離コーナー◎,Long Corners ◎,262.0,288.0,236.0,210.0,183.0,Long,0,
yellow,Long Straightaways ○,長距離直線○,Long Straightaways ○,217.0,239.0,195.0,174.0,152.0,Long,0,
yellow,Long Straightaways ◎,長距離直線◎,Long Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Long,0,
ius,Tachyon Potential,超光速微粒子の可能性,,180.0,,,,,,0,
gold,Fierce Clash,丁々発止,,508.0,615.0,411.0,325.0,249.0,Sprint/Pace,0,
yellow,Straightaway Spurt,直線一気,Straightaway Spurt,217.0,239.0,195.0,174.0,152.0,End,0,
blue,Straightaway Recovery,直線回復,Straightaway Recovery,217.0,,,,,,0,
yellow,Straightaway Acceleration,直線加速,Straightaway Acceleration,217.0,,,,,,0,
yellow,Straightaway Adept,直線巧者,Straightaway Adept,217.0,,,,,,0,
green,Straight Course ○,直線コース○,,129.0,,,,,,0,
green,Straight Course ◎,直線コース◎,,174.0,,,,,,0,
yellow,Straight Descent,直滑降,Straight Descent,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Headlong Charge,猪突猛進,,508.0,559.0,457.0,406.0,356.0,Front/Pace,0,
yellow,Give Chase,追駆,,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Pursuer,追跡者,,508.0,615.0,411.0,325.0,249.0,Medium/End,0,
red,Cloud of Dust,土煙,,174.0,,,,,Dirt,0,
ius,Connecting Dreams With the Future,繋ぐ・繋がる×夢・未来,,180.0,,,,,,0,
gold,Neck and Neck,鍔迫り合い,Neck and Neck,508.0,559.0,457.0,406.0,356.0,Pace,0,
ius,Budding Blossom,つぼみ、ほころぶ時,Budding Blossom,180.0,,,,,,0,
yellow,Gap Closer,詰め寄り,Gap Closer,217.0,239.0,195.0,174.0,152.0,Sprint,0,
ius,Shooting Star of Dioskouroi,ディオスクロイの流星,Shooting Star of Dioskouroi,180.0,,,,,,0,
green,Target in Sight ○,徹底マーク○,Target in Sight ○,129.0,,,,,,0,
green,Target in Sight ◎,徹底マーク◎,Target in Sight ◎,174.0,,,,,,0,
ius,My Flame Lights the Way,照らすのはわたしの焔,,180.0,,,,,,0,
ius,Deluxe☆Fountain,デラックス☆ファウンテン,,180.0,,,,,,0,
yellow,Art of Coaxing,手練手管,,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Seamless,天衣無縫,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
blue,Watchful Eye,展開窺い,Watchful Eye,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,Blinding Flash,電撃の煌めき,Blinding Flash,508.0,559.0,457.0,406.0,356.0,Sprint,0,
gold,Lightning Speed,電光石火,,508.0,559.0,457.0,406.0,356.0,Sprint/Mile,0,
green,Natural Genius,天才肌,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
gold,Lightning Blitz,電迅速攻,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
gold,Carefree Stride,天真爛漫,,508.0,,,,,,0,
gold,Sum of Small Efforts,点滴穿石,,508.0,,,,,Dirt,0,
gold,Natural Talent,天賦の才,,508.0,615.0,411.0,325.0,249.0,Medium/Late,0,
yellow,Up-Tempo,テンポアップ,Up-Tempo,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Crusader,天命士,Crusader,334.0,367.0,301.0,267.0,234.0,End,0,
green,Tokyo Racecourse ○,東京レース場○,Tokyo Racecourse ○,129.0,,,,,,0,
green,Tokyo Racecourse ◎,東京レース場◎,Tokyo Racecourse ◎,174.0,,,,,,0,
ius,Bristling Lights,灯穂,,180.0,,,,,,0,
yellow,Fighting Spirit,闘争心,Fighting Spirit,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Killer Instict,闘争本能,,508.0,559.0,457.0,406.0,356.0,Mile/Medium,0,
ius,OMG! (ﾟ∀ﾟ)  The Final Sprint! ☆,尊み☆ﾗｽﾄｽﾊﾟー(ﾟ∀ﾟ)ーﾄ!,OMG! (ﾟ∀ﾟ)  The Final Sprint! ☆,180.0,,,,,,0,
gold,Unrestrained,逃亡者,Unrestrained,508.0,559.0,457.0,406.0,356.0,Front,0,
yellow,Gateway to Success,登竜門,,217.0,239.0,195.0,174.0,152.0,End,0,
ius,Perennial Babbles,時かけるせせらぎ,,180.0,198.0,162.0,144.0,126.0,Pace,0,
gold,Unshackled Passion,解き放つ情念,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,0,
ius,Wherever This Wonder Leads,ときめきが呼ぶほうへ,Wherever This Wonder Leads,180.0,,,,,,0,
gold,Fluttering Heart,トキメキハート,,508.0,559.0,457.0,406.0,356.0,Sprint/Mile,0,
gold,Dominator,独占力,Dominator,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Independence,独立独歩,,508.0,559.0,457.0,406.0,356.0,Late,0,
ius,Everlasting Knot,解けぬ結い目,,180.0,198.0,162.0,144.0,126.0,Pace,0,
gold,Unruffled,どこ吹く風,Unruffled,508.0,,,,,,0,
yellow,Highlander,登山家,Highlander,217.0,,,,,,0,
yellow,Studious,読解力,Studious,85.0,94.0,77.0,68.0,59.0,Late,0,
gold,Blitzing Spirit,突撃魂,,508.0,559.0,457.0,406.0,356.0,Late,0,
ius,Special Materialization,とっておきmaterialize,,180.0,,,,,,0,
gold,Breach,突破口,,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Top Gear,トップギア,,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,Top Runner,トップランナー,Top Runner,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,Overwhelming Pressure,怒涛の追い上げ,Overwhelming Pressure,508.0,559.0,457.0,406.0,356.0,Long,0,
yellow,Thunderous Footfall,轟く足音,,217.0,,,,,Dirt,0,
ius,Popping☆Clams,とびだせ☆ポッピングシェル,,180.0,,,,,,0,
yellow,With a Light in My Heart,灯を胸に,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
red,Trick (Rear),トリック（後）,Trick (Rear),217.0,,,,,,0,
red,Trick (Front),トリック（前）,Trick (Front),217.0,,,,,,0,
gold,Hard Worker,努力家,Hard Worker,334.0,367.0,301.0,267.0,234.0,Late,0,
gold,Fruits of Labor,努力の結実,,508.0,615.0,411.0,325.0,249.0,Long/Pace,0,
green,Mud Play ○,泥遊び○,,129.0,,,,,Dirt,0,
green,Mud Play ◎,泥遊び◎,,174.0,,,,,Dirt,0,
gold,Mud Master,泥んこマイスター,,461.0,,,,,Dirt,0,
ius,"Go, Go, Mun!",どんっ、パッ、むんっ,"Go, Go, Mun!",180.0,,,,,,0,
green,Nocturnal ○,ナイター○,,129.0,,,,,,0,
green,Nocturnal ◎,ナイター◎,,174.0,,,,,,0,
gold,Innate Experience,内的体験,Innate Experience,508.0,559.0,457.0,406.0,356.0,Long,0,
green,Nakayama Racecourse ○,中山レース場○,Nakayama Racecourse ○,129.0,,,,,,0,
green,Nakayama Racecourse ◎,中山レース場◎,Nakayama Racecourse ◎,174.0,,,,,,0,
green,Summer Runner ○,夏ウマ娘○,Summer Runner ○,129.0,,,,,,0,
green,Summer Runner ◎,夏ウマ娘◎,Summer Runner ◎,174.0,,,,,,0,
ius,Summer Halation,夏空ハレーション,,180.0,,,,,,0,
yellow,No Concern for Appearances,なりふり構わず,,217.0,,,,,Dirt,0,
ius,Behold Thine Emperor's Divine Might,汝、皇帝の神威を見よ,Behold Thine Emperor's Divine Might,180.0,,,,,,0,
green,Niigata Racecourse ○,新潟レース場○,Niigata Racecourse ○,129.0,,,,,,0,
green,Niigata Racecourse ◎,新潟レース場◎,Niigata Racecourse ◎,174.0,,,,,,0,
gold,Relentless Approach,肉薄,,508.0,559.0,457.0,406.0,356.0,End,0,
red,Flustered Front Runners,逃げ焦り,Flustered Front Runners,217.0,,,,,,0,
red,Frenzied Front Runners,逃げ駆け引き,Frenzied Front Runners,174.0,,,,,,0,
yellow,Pulling Away,逃げ切り体勢,,217.0,263.0,176.0,139.0,106.0,Medium/Front,0,
red,Subdued Front Runners,逃げけん制,Subdued Front Runners,217.0,,,,,,0,
yellow,Front Runner Corners ○,逃げコーナー○,Front Runner Corners ○,217.0,239.0,195.0,174.0,152.0,Front,0,
yellow,Front Runner Corners ◎,逃げコーナー◎,Front Runner Corners ◎,262.0,288.0,236.0,210.0,183.0,Front,0,
red,Hesitant Front Runners,逃げためらい,Hesitant Front Runners,217.0,,,,,,0,
yellow,Front Runner Straightaways ○,逃げ直線○,Front Runner Straightaways ○,217.0,239.0,195.0,174.0,152.0,Front,0,
yellow,Front Runner Straightaways ◎,逃げ直線◎,Front Runner Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Front,0,
green,Front Runner Savvy ○,逃げのコツ○,Front Runner Savvy ○,174.0,191.0,157.0,139.0,122.0,Front,0,
green,Front Runner Savvy ◎,逃げのコツ◎,Front Runner Savvy ◎,217.0,239.0,195.0,174.0,152.0,Front,0,
yellow,Running is Winning!,逃げるが勝ち！,,217.0,239.0,195.0,174.0,152.0,Front,0,
yellow,Backup Planning,二段構え,,263.0,,,,,Dirt,0,
yellow,Second Wind,二の矢,Second Wind,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,Best in Japan,日本一のウマ娘,Best in Japan,508.0,559.0,457.0,406.0,356.0,Long,0,
ius,Ninja Art: Seal of the Smiling Heart,忍法・ほほえみ心結の印,,180.0,,,,,,0,
blue,Faultless,抜かりなし,,217.0,263.0,176.0,139.0,106.0,Long/Pace,0,
yellow,Outstanding Step,抜きん出る一歩,,217.0,239.0,195.0,174.0,152.0,Front,0,
red,Stop Right There!,抜け駆け禁止,Stop Right There!,262.0,288.0,236.0,210.0,183.0,Sprint,0,
yellow,Prepared to Pass,抜け出し準備,Prepared to Pass,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Fervor,熱狂的,,217.0,239.0,195.0,174.0,152.0,Long,0,
ius,Hot-Blooded Disciplinary Attack!,熱血！！風紀アタック,,180.0,,,,,,0,
gold,Ardour,熱情,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,Never Give Up,ネバーギブアップ,,508.0,,,,,,0,
yellow,Steadfast,粘り腰,,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,Sleeping Lion,眠れる獅子,Sleeping Lion,508.0,559.0,457.0,406.0,356.0,End,0,
yellow,Honing In,狙いを定めて,,217.0,263.0,176.0,139.0,106.0,Long/Pace,0,
gold,Lead the Charge!,狙うは最前列！,Lead the Charge!,394.0,,,,,Dirt,0,
gold,Adored by All,悩殺術,Adored by All,508.0,559.0,457.0,406.0,356.0,Sprint,0,
ius,It's Mashup Time!,ノッてけ、マッシュアップ！,,180.0,,,,,,0,
gold,Rising Dragon,昇り龍,Rising Dragon,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,On Your Left!,乗り換え上手,On Your Left!,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,No Stopping Me!,ノンストップガール,No Stopping Me!,394.0,,,,,,0,
yellow,Burning Soul,バーニングソウル,,263.0,289.0,237.0,210.0,184.0,Mile/Medium,0,
ius,Summer Thunder Cascade!,夏雷カスケード！,,180.0,198.0,162.0,144.0,126.0,Late,0,
ius,Critical Point: Gray,灰色の臨界点,,180.0,,,,,,0,
yellow,Pioneer,パイオニア,,217.0,,,,,Dirt,0,
yellow,Vitality,バイタリティ,,217.0,,,,,Dirt,0,
ius,Ashen Trail: Cinderella Gray,灰の光跡：シンデレラグレイ,,180.0,,,,,,0,
yellow,High Pitch,ハイピッチ,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Up the Vibes,バイブス上昇,,263.0,289.0,237.0,210.0,184.0,Long,0,
gold,High Voltage,ハイボルテージ,,508.0,559.0,457.0,406.0,356.0,Mile,0,
yellow,Creeping Footsteps,這い寄る足音,,217.0,263.0,176.0,139.0,106.0,Medium/End,0,
gold,Iron Will,鋼の意志,Iron Will,508.0,,,,,,0,
yellow,High Ambitions,覇気十分,,263.0,289.0,237.0,210.0,184.0,Medium/Long,0,
gold,Nothing Ventured,博打うち,Nothing Ventured,334.0,,,,,,0,
gold,Blazing Radiance!,爆熱のキラメキ,,633.0,696.0,570.0,506.0,443.0,Mile/Medium,0,
green,Hakodate Racecourse ○,函館レース場○,Hakodate Racecourse ○,129.0,,,,,,0,
green,Hakodate Racecourse ◎,函館レース場◎,Hakodate Racecourse ◎,174.0,,,,,,0,
yellow,Bouncy Step,弾ける足取り,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,ハジける闘志,,,508.0,559.0,457.0,406.0,356.0,Pace,0,
blue,Passing Pro,パス上手,Passing Pro,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,Pathfinder,パスファインダー,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
gold,Full of Vigor,破竹の勢い,Full of Vigor,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,Fall Frenzy,初嵐,Fall Frenzy,461.0,,,,,,0,
gold,Unrivaled Wits,抜群の切れ味,,508.0,559.0,457.0,406.0,356.0,End,0,
gold,Outstanding Step,抜群の踏み込み,,461.0,,,,,Dirt,0,
gold,All-Seeing Eyes,八方にらみ,All-Seeing Eyes,508.0,559.0,457.0,406.0,356.0,Late,0,
yellow,Lively,溌剌,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Unprecedented,破天荒,,217.0,263.0,176.0,139.0,106.0,Medium/Front,0,
ius,Blossoming World,花開き、世界,,180.0,,,,,,0,
yellow,Early Start,早仕掛け,Early Start,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Beeline Burst,ハヤテ一文字,Beeline Burst,508.0,,,,,,0,
yellow,Restless Step,逸る足取り,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Quick Work,早業,,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,Paradigm Shift,パラダイムシフト,,291.0,320.0,262.0,233.0,204.0,Pace,0,
yellow,Enthusiastic,張り切り,,263.0,289.0,237.0,210.0,184.0,Long,0,
gold,Spring Spectacle,春一番,Spring Spectacle,461.0,,,,,,0,
green,Spring Runner ○,春ウマ娘○,Spring Runner ○,129.0,,,,,,0,
green,Spring Runner ◎,春ウマ娘◎,Spring Runner ◎,174.0,,,,,,0,
gold,To the Far Beyond,遥か先へ,,633.0,,,,,,0,
green,Sunny Days ○,晴れの日○,Sunny Days ○,129.0,,,,,,0,
green,Sunny Days ◎,晴れの日◎,Sunny Days ◎,174.0,,,,,,0,
ius,Colorful☆Marvelous★World,万彩☆マーベラス★世界,,180.0,,,,,,0,
gold,Unshakable Stance,盤石の構え,,508.0,,,,,,0,
green,Hanshin Racecourse ○,阪神レース場○,Hanshin Racecourse ○,129.0,,,,,,0,
green,Hanshin Racecourse ◎,阪神レース場◎,Hanshin Racecourse ◎,174.0,,,,,,0,
gold,"One Sky, One Goal",万里一空,,508.0,615.0,411.0,325.0,249.0,Long/Front,0,
yellow,Heat Up,ヒートアップ,,217.0,263.0,176.0,139.0,106.0,Sprint/End,0,
ius,Thunderous Firestarter,火神鳴,,180.0,,,,,,0,
yellow,Towards the Light,光差す方へ,,217.0,239.0,195.0,174.0,152.0,Medium,0,
green,Non-Standard Distance ○,非根幹距離○,Non-Standard Distance ○,129.0,,,,,,0,
green,Non-Standard Distance ◎,非根幹距離◎,Non-Standard Distance ◎,174.0,,,,,,0,
gold,Soaring Stride,飛翔脚,,508.0,559.0,457.0,406.0,356.0,End,0,
yellow,Single-Minded Advance,ひたむき前進,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
green,Left-Handed ○,左回り○,Left-Handed ○,129.0,,,,,,0,
green,Left-Handed ◎,左回り◎,Left-Handed ◎,174.0,,,,,,0,
yellow,Flying Sparks,火花散らして,,217.0,263.0,176.0,139.0,106.0,Sprint/Pace,0,
gold,Latent Fighting Spirit,秘めた闘魂,,508.0,615.0,411.0,325.0,249.0,Medium/Late,0,
ius,A Princess Must Seize Victory!,姫たるもの、勝利をこの手に,A Princess Must Seize Victory!,180.0,,,,,,0,
gold,Battle-Hardened,百戦錬磨,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Leap Premonition,飛躍の予感,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,"15,000,000 CC",百万バリキ,"15,000,000 CC",334.0,367.0,301.0,267.0,234.0,Late,0,
ius,Pure Heart,ピュリティオブハート,Pure Heart,180.0,,,,,,0,
ius,Flashy☆Landing,ひらめき☆ランディング,Flashy☆Landing,180.0,,,,,,0,
gold,Thunderflash,閃く雷光,,334.0,367.0,301.0,267.0,234.0,Sprint,0,
yellow,Peerless,比類なき,,263.0,,,,,,0,
yellow,Refined Conduct,品行方正,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
gold,Winds of Change,風雲の志,,508.0,559.0,457.0,406.0,356.0,Pace,0,
green,Fukushima Racecourse ○,福島レース場○,Fukushima Racecourse ○,129.0,,,,,,0,
green,Fukushima Racecourse ◎,福島レース場◎,Fukushima Racecourse ◎,174.0,,,,,,0,
gold,Indomitable,不屈の心,Indomitable,508.0,,,,,,0,
green,Long Shot ○,伏兵○,Long Shot ○,129.0,,,,,,0,
green,Long Shot ◎,伏兵◎,Long Shot ◎,174.0,,,,,,0,
ius,"Growing Dreams, Pioneer's Path",ふくらむ夢、先駆の途,,180.0,,,,,,0,
gold,Battle Formation,布陣,Battle Formation,508.0,559.0,457.0,406.0,356.0,Mile,0,
red,Opening Gambit,布石,Opening Gambit,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Ceaseless Training,不断の鍛錬,,291.0,352.0,236.0,186.0,143.0,Medium/Late,0,
gold,Seriously☆Good↑Vibes,ブチ☆アゲ↑バイブス,,633.0,696.0,570.0,506.0,443.0,Long,0,
gold,Child of Fuchu,府中の申し子,,461.0,,,,,,0,
ius,Anchors Aweigh!,不沈艦、抜錨ォッ！,Anchors Aweigh!,180.0,,,,,,0,
gold,Breakaway!,ぶっちぎり！,,508.0,559.0,457.0,406.0,356.0,Pace,0,
ius,Keep Pushing Ahead,ぶっちぎりロード,Keep Pushing Ahead,180.0,,,,,,0,
blue,Immovable Spirit,不動の心,,217.0,239.0,195.0,174.0,152.0,End,0,
ius,Funabashi Above All!,『船橋最強！』,,180.0,,,,,,0,
green,Funabashi Racetrack ○,船橋レース場○,,129.0,,,,,,0,
green,Funabashi Racetrack ◎,船橋レース場◎,,174.0,,,,,,0,
gold,Steadfast Spirit,不抜の気概,,508.0,615.0,411.0,325.0,249.0,Mile/Pace,0,
gold,Untouchable Shadow,踏ませぬ影,,508.0,559.0,457.0,406.0,356.0,Front,0,
green,Skillful Step,踏み込み上手,,174.0,,,,,Dirt,0,
gold,Stamp on the Ground,踏みしめる大地,,508.0,559.0,457.0,406.0,356.0,Pace,0,
green,Winter Runner ○,冬ウマ娘○,Winter Runner ○,129.0,,,,,,0,
green,Winter Runner ◎,冬ウマ娘◎,Winter Runner ◎,174.0,,,,,,0,
ius,Flowery☆Maneuver,フラワリー☆マニューバ,Flowery☆Maneuver,180.0,,,,,,0,
gold,Plan X,プランX,Plan X,508.0,559.0,457.0,406.0,356.0,Sprint,0,
ius,Victoria por plancha ☆,プランチャ☆ガナドール,Victoria por plancha ☆,180.0,,,,,,0,
blue,Shake It Out,ふり絞り,Shake It Out,217.0,,,,,,0,
ius,Resplendent Red Ace,ブリリアント・レッドエース,Resplendent Red Ace,180.0,,,,,,0,
ius,Blue Rose Closer,ブルーローズチェイサー,Blue Rose Closer,180.0,,,,,,0,
yellow,Full Throttle,フルスロットル,Full Throttle,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Breakthrough,ブレイクスルー,,508.0,559.0,457.0,406.0,356.0,End,0,
ius,Blazing Pride,ブレイズ・オブ・プライド,Blazing Pride,180.0,,,,,,0,
yellow,Pressure,プレッシャー,,217.0,239.0,195.0,174.0,152.0,Late,0,
ius,Fresh ☆ Parlor,フレッシュ☆パーラー,,180.0,,,,,,0,
yellow,Prelude,プレリュード,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
ius,Fluffy Fuzzy Hour,ふわもこアワー,,180.0,,,,,,0,
yellow,Fierce Struggle,奮闘,,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,Domineering Glare,睥睨,,633.0,696.0,570.0,506.0,443.0,Medium/Long,0,
yellow,Ramp Up,ペースアップ,Ramp Up,217.0,,,,,,0,
blue,Pace Strategy,ペースキープ,Pace Strategy,217.0,,,,,,0,
ius,Thunderstorm Sublation,霹靂のアウフヘーベン,,180.0,,,,,,0,
blue,Extra Tank,別腹タンク,Extra Tank,217.0,239.0,195.0,174.0,152.0,Long,0,
yellow,Hawkeye,ホークアイ,Hawkeye,129.0,142.0,116.0,103.0,90.0,Medium,0,
yellow,With Pride,誇りを抱いて,,217.0,263.0,176.0,139.0,106.0,Sprint/Late,0,
yellow,Prudent Positioning,ポジションセンス,Prudent Positioning,129.0,,,,,,0,
yellow,Capture,捕捉,,217.0,239.0,195.0,174.0,152.0,End,0,
ius,Hop Step Gotcha ♡,ホップステップ・ゲッチュ♡,,180.0,,,,,,0,
gold,Surging Spirit,迸る気迫,,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,Miracle of Recreation,保養が導く奇跡,,633.0,,,,,,0,
yellow,Rest and Rise,本気で休んで、もう一度,,263.0,,,,,,0,
ius,Ponte de Diamant,ポンテ・デ・ディアマン,,180.0,,,,,,0,
gold,Pure Instincts,本能の解放,,508.0,559.0,457.0,406.0,356.0,Late/End,0,
gold,本能の架け橋,,,633.0,696.0,570.0,506.0,443.0,Medium/Long,0,
yellow,True Worth,本領発揮,,217.0,263.0,176.0,139.0,106.0,Long/Pace,0,
blue,Free-Spirited,マイペース,Free-Spirited,217.0,239.0,195.0,174.0,152.0,Long,0,
yellow,Mile Corners ○,マイルコーナー○,Mile Corners ○,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Mile Corners ◎,マイルコーナー◎,Mile Corners ◎,262.0,288.0,236.0,210.0,183.0,Mile,0,
yellow,Mile Straightaways ○,マイル直線○,Mile Straightaways ○,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Mile Straightaways ◎,マイル直線◎,Mile Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Mile,0,
gold,Mile Maven,マイルの支配者,Mile Maven,508.0,559.0,457.0,406.0,356.0,Mile,0,
yellow,Eyes on the Horizon,前だけ見据えて,,263.0,,,,,,0,
yellow,Eager,前のめり,Eager,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,Tactical Tweak,まき直し,Tactical Tweak,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Curtain Closer,幕引き,,508.0,559.0,457.0,406.0,356.0,Pace,0,
yellow,Unyielding Spirit,負けん気,Unyielding Spirit,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Head-On,真っ向勝負,Head-On,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,At Full Speed,まっしぐら,,217.0,,,,,Dirt,0,
yellow,Straight Steps,真っ直ぐな走り,,217.0,263.0,176.0,139.0,106.0,Medium/Late,0,
yellow,In No Time,待ったなし,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
red,Intense Gaze,まなざし,Intense Gaze,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Don't Blink!,まばたき厳禁！,,508.0,559.0,457.0,406.0,356.0,Sprint/Mile,0,
yellow,No Hesitation,迷いなし,,217.0,263.0,176.0,139.0,106.0,Long/Front,0,
green,Right-Handed ○,右回り○,Right-Handed ○,129.0,,,,,,0,
green,Right-Handed ◎,右回り◎,Right-Handed ◎,174.0,,,,,,0,
gold,Right-Handed Demon,右回りの鬼,Right-Handed Demon,461.0,,,,,,0,
gold,Magnificent Sand Stride,見事な砂蹴り,,508.0,,,,,Dirt,0,
ius,Close Encounters of the Literary Kind,未知との遭遇、即ち物語,,180.0,,,,,,0,
green,Wet Conditions ○,道悪○,Wet Conditions ○,129.0,,,,,,0,
green,Wet Conditions ◎,道悪◎,Wet Conditions ◎,174.0,,,,,,0,
gold,Bad Track Demon,道悪の鬼,,461.0,,,,,,0,
gold,Tantalizing Trick,見惚れるトリック,Tantalizing Trick,508.0,,,,,,0,
yellow,Overflowing Fighting Spirit,みなぎる闘志,,217.0,239.0,195.0,174.0,152.0,Front/Pace,0,
gold,Mystifying Murmur,魅惑のささやき,Mystifying Murmur,508.0,559.0,457.0,406.0,356.0,Medium,0,
ius,Becoming Everyone's Joy!,ミンナノアタシへ！,,180.0,,,,,,0,
gold,Lose Yourself,無我夢中,,508.0,615.0,411.0,325.0,249.0,Long/Late,0,
yellow,Bare Passion,むきだしの情熱,,217.0,239.0,195.0,174.0,152.0,Late/End,0,
yellow,Rushing in Blind,向こう見ず,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,No Third Chances,無三,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,No Second Thoughts,無二,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
ius,Path of Singular Focus,無二無三なる一条の路,,180.0,,,,,,0,
yellow,Pounding Chest,胸の高鳴り,,217.0,239.0,195.0,174.0,152.0,Sprint/Mile,0,
ius,Dreaming of the Silver World,夢寐に見る銀世界,,180.0,,,,,,0,
red,Smoke Screen,目くらまし,Smoke Screen,129.0,142.0,116.0,103.0,90.0,Long,0,
gold,Aim for the Center!,目指せセンター！,,508.0,,,,,Dirt,0,
yellow,Time to Awaken,目覚めの時,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Not Even a Glimpse,目にも留まらず,,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,For a Fleeting View,もう少しだけ、いい景色,,633.0,696.0,570.0,506.0,443.0,Medium/Long,0,
gold,Hot Pursuit,猛追,,508.0,559.0,457.0,406.0,356.0,Pace/Late,0,
yellow,もう一踏ん張り,,,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Furious Sprint,猛烈激走,,508.0,559.0,457.0,406.0,356.0,Front/Pace,0,
ius,萌到譲我活過来了！,,,180.0,,,,,,0,
ius,Flames of Unyielding Resolve,燃え盛るは絶対の意志,,180.0,,,,,,0,
ius,Springy Festivities,もちっと・ハレハレ,,180.0,,,,,,0,
gold,Soul Ablaze,燃ゆる魂,,508.0,559.0,457.0,406.0,356.0,Mile/Medium,0,
green,Morioka Racetrack ○,盛岡レース場○,,129.0,,,,,,0,
green,Morioka Racetrack ◎,盛岡レース場◎,,174.0,,,,,,0,
yellow,Turnaround,盛り返し,,217.0,,,,,Dirt,0,
gold,Foregone Conclusion,問答無用,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Dynamic Motion,躍動,,217.0,239.0,195.0,174.0,152.0,Medium,0,
ius,Sick Moves ☆ Juggle Beat,ヤバ技☆ジャグルビート,,180.0,198.0,162.0,144.0,126.0,Medium/Long,0,
green,Gambling Spirit,やまっけ,,217.0,,,,,,0,
gold,One and Only,唯一無二,,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Ascendance,優位形成,,508.0,559.0,457.0,406.0,356.0,Mile/Medium,0,
gold,Keep Going!,勇往邁進,Keep Going!,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,Leisurely Dust Bath,優雅な砂浴び,,508.0,,,,,Dirt,0,
yellow,One Brave Step,勇気の一歩,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Long Haul,悠久走破,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
gold,Mettlesome,勇気凛々,,508.0,615.0,411.0,325.0,249.0,Medium/End,0,
gold,有志竟成,,,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,Valiant Flash,勇迅一閃,,508.0,559.0,457.0,406.0,356.0,Pace,0,
